transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE104211,0.0,,,0.1633,normal,0.0816,Low
JE101662,0.0,,,0.1631,normal,0.0816,Low
JE100964,0.0,,,0.1633,normal,0.0816,Low
JE107949,0.0,,,0.1631,normal,0.0816,Low
JE104476,0.0,,,0.163,normal,0.0815,Low
JE106908,0.0,,,0.163,normal,0.0815,Low
JE104980,0.0,,,0.163,normal,0.0815,Low
JE100950,0.0,,,0.163,normal,0.0815,Low
JE101088,0.0,,,0.163,normal,0.0815,Low
JE100416,0.0,,,0.1629,normal,0.0814,Low
JE107695,0.0,,,0.1628,normal,0.0814,Low
JE105714,0.0,,,0.1628,normal,0.0814,Low
JE106520,0.0,,,0.1628,normal,0.0814,Low
JE104925,0.0,,,0.1627,normal,0.0814,Low
JE100116,0.0,,,0.1627,normal,0.0814,Low
JE102276,0.0,,,0.1627,normal,0.0814,Low
JE106414,0.0,,,0.1628,normal,0.0814,Low
JE100751,0.0,,,0.1628,normal,0.0814,Low
JE101192,0.0,,,0.1627,normal,0.0814,Low
JE106286,0.0,,,0.1628,normal,0.0814,Low
JE102674,0.0,,,0.1629,normal,0.0814,Low
JE100020,0.0,,,0.1628,normal,0.0814,Low
JE105669,0.0,,,0.1626,normal,0.0813,Low
JE103990,0.0,,,0.1626,normal,0.0813,Low
JE100643,0.0,,,0.1626,normal,0.0813,Low
JE101519,0.0,,,0.1623,normal,0.0812,Low
JE101082,0.0,,,0.1625,normal,0.0812,Low
JE101733,0.0,,,0.1623,normal,0.0812,Low
JE107015,0.0,,,0.1623,normal,0.0812,Low
JE101564,0.0,,,0.1623,normal,0.0812,Low
JE100095,0.0,,,0.1624,normal,0.0812,Low
JE103251,0.0,,,0.1624,normal,0.0812,Low
JE107168,0.0,,,0.1625,normal,0.0812,Low
JE101079,0.0,,,0.1623,normal,0.0812,Low
JE101370,0.0,,,0.1622,normal,0.0811,Low
JE100610,0.0,,,0.162,normal,0.081,Low
JE101035,0.0,,,0.1621,normal,0.081,Low
JE104869,0.0,,,0.162,normal,0.081,Low
JE101841,0.0,,,0.1621,normal,0.081,Low
JE107639,0.0,,,0.1621,normal,0.081,Low
JE101055,0.0,,,0.162,normal,0.081,Low
JE103812,0.0,,,0.162,normal,0.081,Low
JE104267,0.0,,,0.162,normal,0.081,Low
JE107624,0.0,,,0.1621,normal,0.081,Low
JE101057,0.0,,,0.1618,normal,0.0809,Low
JE102630,0.0,,,0.1618,normal,0.0809,Low
JE104992,0.0,,,0.1618,normal,0.0809,Low
JE105211,0.0,,,0.1618,normal,0.0809,Low
JE105266,0.0,,,0.1617,normal,0.0808,Low
JE105922,0.0,,,0.1615,normal,0.0808,Low
JE102368,0.0,,,0.1617,normal,0.0808,Low
JE104230,0.0,,,0.1615,normal,0.0808,Low
JE106698,0.0,,,0.1615,normal,0.0808,Low
JE106409,0.0,,,0.1616,normal,0.0808,Low
JE105100,0.0,,,0.1617,normal,0.0808,Low
JE100902,0.0,,,0.1617,normal,0.0808,Low
JE106202,0.0,,,0.1616,normal,0.0808,Low
JE104207,0.0,,,0.1614,normal,0.0807,Low
JE101335,0.0,,,0.1614,normal,0.0807,Low
JE105075,0.0,,,0.1613,normal,0.0806,Low
JE103217,0.0,,,0.1611,normal,0.0806,Low
JE100275,0.0,,,0.1613,normal,0.0806,Low
JE101406,0.0,,,0.1613,normal,0.0806,Low
JE106760,0.0,,,0.1612,normal,0.0806,Low
JE104449,0.0,,,0.1613,normal,0.0806,Low
JE103277,0.0,,,0.1612,normal,0.0806,Low
JE105957,0.0,,,0.1613,normal,0.0806,Low
JE104960,0.0,,,0.1613,normal,0.0806,Low
JE106273,0.0,,,0.1612,normal,0.0806,Low
JE103436,0.0,,,0.1612,normal,0.0806,Low
JE106514,0.0,,,0.161,normal,0.0805,Low
JE106342,0.0,,,0.161,normal,0.0805,Low
JE105564,0.0,,,0.161,normal,0.0805,Low
JE101252,0.0,,,0.161,normal,0.0805,Low
JE106185,0.0,,,0.161,normal,0.0805,Low
JE102296,0.0,,,0.161,normal,0.0805,Low
JE106852,0.0,,,0.161,normal,0.0805,Low
JE103819,0.0,,,0.161,normal,0.0805,Low
JE103750,0.0,,,0.1609,normal,0.0804,Low
JE100725,0.0,,,0.1608,normal,0.0804,Low
JE103483,0.0,,,0.1607,normal,0.0804,Low
JE107022,0.0,,,0.1607,normal,0.0804,Low
JE102423,0.0,,,0.1608,normal,0.0804,Low
JE103111,0.0,,,0.1607,normal,0.0804,Low
JE100595,0.0,,,0.1609,normal,0.0804,Low
JE104665,0.0,,,0.1608,normal,0.0804,Low
JE104061,0.0,,,0.1609,normal,0.0804,Low
JE104478,0.0,,,0.1609,normal,0.0804,Low
JE100046,0.0,,,0.1606,normal,0.0803,Low
JE107395,0.0,,,0.1606,normal,0.0803,Low
JE102539,0.0,,,0.1605,normal,0.0802,Low
JE107459,0.0,,,0.1605,normal,0.0802,Low
JE104720,0.0,,,0.1605,normal,0.0802,Low
JE103709,0.0,,,0.1603,normal,0.0802,Low
JE100400,0.0,,,0.1602,normal,0.0801,Low
JE107607,0.0,,,0.1602,normal,0.0801,Low
JE106363,0.0,,,0.1602,normal,0.0801,Low
JE101897,0.0,,,0.16,normal,0.08,Low
JE101233,0.0,,,0.1601,normal,0.08,Low
JE107464,0.0,,,0.16,normal,0.08,Low
JE107896,0.0,,,0.16,normal,0.08,Low
JE106270,0.0,,,0.1598,normal,0.0799,Low
JE105115,0.0,,,0.1598,normal,0.0799,Low
JE104616,0.0,,,0.1599,normal,0.0799,Low
JE101887,0.0,,,0.1598,normal,0.0799,Low
JE101787,0.0,,,0.1598,normal,0.0799,Low
JE102480,0.0,,,0.1597,normal,0.0798,Low
JE104367,0.0,,,0.1597,normal,0.0798,Low
JE100797,0.0,,,0.1596,normal,0.0798,Low
JE106472,0.0,,,0.1597,normal,0.0798,Low
JE106555,0.0,,,0.1596,normal,0.0798,Low
JE102087,0.0,,,0.1596,normal,0.0798,Low
JE107679,0.0,,,0.1595,normal,0.0798,Low
JE102098,0.0,,,0.1594,normal,0.0797,Low
JE102468,0.0,,,0.1594,normal,0.0797,Low
JE106280,0.0,,,0.1594,normal,0.0797,Low
JE101781,0.0,,,0.1594,normal,0.0797,Low
JE107579,0.0,,,0.1594,normal,0.0797,Low
JE107736,0.0,,,0.1594,normal,0.0797,Low
JE106599,0.0,,,0.1594,normal,0.0797,Low
JE104732,0.0,,,0.1594,normal,0.0797,Low
JE101476,0.0,,,0.1591,normal,0.0796,Low
JE105053,0.0,,,0.1592,normal,0.0796,Low
JE102132,0.0,,,0.1593,normal,0.0796,Low
JE104163,0.0,,,0.1593,normal,0.0796,Low
JE107245,0.0,,,0.1591,normal,0.0796,Low
JE102825,0.0,,,0.1592,normal,0.0796,Low
JE100646,0.0,,,0.1592,normal,0.0796,Low
JE105399,0.0,,,0.1593,normal,0.0796,Low
JE103191,0.0,,,0.1592,normal,0.0796,Low
JE102361,0.0,,,0.1589,normal,0.0795,Low
JE105385,0.0,,,0.1589,normal,0.0795,Low
JE104234,0.0,,,0.159,normal,0.0795,Low
JE101105,0.0,,,0.159,normal,0.0795,Low
JE107110,0.0,,,0.1589,normal,0.0795,Low
JE106124,0.0,,,0.1589,normal,0.0795,Low
JE105757,0.0,,,0.159,normal,0.0795,Low
JE101330,0.0,,,0.1587,normal,0.0794,Low
JE103173,0.0,,,0.1588,normal,0.0794,Low
JE100194,0.0,,,0.1588,normal,0.0794,Low
JE100499,0.0,,,0.1587,normal,0.0794,Low
JE106063,0.0,,,0.1587,normal,0.0794,Low
JE107528,0.0,,,0.1586,normal,0.0793,Low
JE106924,0.0,,,0.1586,normal,0.0793,Low
JE103619,0.0,,,0.1583,normal,0.0792,Low
JE100319,0.0,,,0.1583,normal,0.0792,Low
JE101099,0.0,,,0.1583,normal,0.0792,Low
JE103129,0.0,,,0.1584,normal,0.0792,Low
JE105645,0.0,,,0.1583,normal,0.0792,Low
JE102924,0.0,,,0.1584,normal,0.0792,Low
JE102096,0.0,,,0.1585,normal,0.0792,Low
JE103258,0.0,,,0.1582,normal,0.0791,Low
JE104139,0.0,,,0.1579,normal,0.079,Low
JE101573,0.0,,,0.1581,normal,0.079,Low
JE102134,0.0,,,0.1581,normal,0.079,Low
JE106493,0.0,,,0.1581,normal,0.079,Low
JE102518,0.0,,,0.1579,normal,0.079,Low
JE101704,0.0,,,0.1579,normal,0.079,Low
JE104920,0.0,,,0.1579,normal,0.079,Low
JE100715,0.0,,,0.158,normal,0.079,Low
JE107251,0.0,,,0.1578,normal,0.0789,Low
JE105661,0.0,,,0.1576,normal,0.0788,Low
JE103847,0.0,,,0.1575,normal,0.0788,Low
JE107985,0.0,,,0.1575,normal,0.0788,Low
JE104347,0.0,,,0.1576,normal,0.0788,Low
JE106432,0.0,,,0.1574,normal,0.0787,Low
JE100981,0.0,,,0.1574,normal,0.0787,Low
JE102728,0.0,,,0.1573,normal,0.0786,Low
JE101225,0.0,,,0.1571,normal,0.0786,Low
JE102061,0.0,,,0.1573,normal,0.0786,Low
JE102517,0.0,,,0.1573,normal,0.0786,Low
JE101655,0.0,,,0.1573,normal,0.0786,Low
JE101795,0.0,,,0.1572,normal,0.0786,Low
JE106244,0.0,,,0.1572,normal,0.0786,Low
JE100916,0.0,,,0.1571,normal,0.0786,Low
JE105021,0.0,,,0.1572,normal,0.0786,Low
JE107451,0.0,,,0.1572,normal,0.0786,Low
JE107343,0.0,,,0.1573,normal,0.0786,Low
JE106060,0.0,,,0.1571,normal,0.0786,Low
JE107034,0.0,,,0.1573,normal,0.0786,Low
JE100849,0.0,,,0.1571,normal,0.0786,Low
JE104696,0.0,,,0.1569,normal,0.0785,Low
JE107392,0.0,,,0.157,normal,0.0785,Low
JE107995,0.0,,,0.1569,normal,0.0785,Low
JE102844,0.0,,,0.1569,normal,0.0785,Low
JE105293,0.0,,,0.157,normal,0.0785,Low
JE100279,0.0,,,0.1569,normal,0.0785,Low
JE106882,0.0,,,0.1569,normal,0.0785,Low
JE107099,0.0,,,0.1568,normal,0.0784,Low
JE103668,0.0,,,0.1567,normal,0.0784,Low
JE107602,0.0,,,0.1567,normal,0.0784,Low
JE107900,0.0,,,0.1568,normal,0.0784,Low
JE106672,0.0,,,0.1567,normal,0.0784,Low
JE103286,0.0,,,0.1566,normal,0.0783,Low
JE107531,0.0,,,0.1564,normal,0.0782,Low
JE107266,0.0,,,0.1563,normal,0.0782,Low
JE104402,0.0,,,0.1565,normal,0.0782,Low
JE107084,0.0,,,0.1563,normal,0.0782,Low
JE107128,0.0,,,0.1563,normal,0.0782,Low
JE104143,0.0,,,0.1563,normal,0.0782,Low
JE102357,0.0,,,0.1564,normal,0.0782,Low
JE104479,0.0,,,0.1565,normal,0.0782,Low
JE101763,0.0,,,0.1564,normal,0.0782,Low
JE102077,0.0,,,0.1563,normal,0.0782,Low
JE101031,0.0,,,0.1562,normal,0.0781,Low
JE104652,0.0,,,0.1562,normal,0.0781,Low
JE103059,0.0,,,0.1562,normal,0.0781,Low
JE106018,0.0,,,0.1562,normal,0.0781,Low
JE100535,0.0,,,0.1562,normal,0.0781,Low
JE107573,0.0,,,0.1561,normal,0.078,Low
JE107906,0.0,,,0.1561,normal,0.078,Low
JE104437,0.0,,,0.156,normal,0.078,Low
JE106504,0.0,,,0.1561,normal,0.078,Low
JE101942,0.0,,,0.1559,normal,0.078,Low
JE106651,0.0,,,0.1561,normal,0.078,Low
JE103818,0.0,,,0.1559,normal,0.078,Low
JE105073,0.0,,,0.1561,normal,0.078,Low
JE106537,0.0,,,0.1558,normal,0.0779,Low
JE102284,0.0,,,0.1558,normal,0.0779,Low
JE106020,0.0,,,0.1558,normal,0.0779,Low
JE107439,0.0,,,0.1558,normal,0.0779,Low
JE101512,0.0,,,0.1556,normal,0.0778,Low
JE106691,0.0,,,0.1555,normal,0.0778,Low
JE103368,0.0,,,0.1555,normal,0.0778,Low
JE107254,0.0,,,0.1554,normal,0.0777,Low
JE105819,0.0,,,0.1554,normal,0.0777,Low
JE106951,0.0,,,0.1554,normal,0.0777,Low
JE107298,0.0,,,0.1554,normal,0.0777,Low
JE103292,0.0,,,0.1554,normal,0.0777,Low
JE103159,0.0,,,0.1554,normal,0.0777,Low
JE102067,0.0,,,0.1554,normal,0.0777,Low
JE103679,0.0,,,0.1554,normal,0.0777,Low
JE107843,0.0,,,0.1553,normal,0.0776,Low
JE103526,0.0,,,0.1553,normal,0.0776,Low
JE107620,0.0,,,0.1553,normal,0.0776,Low
JE106436,0.0,,,0.1553,normal,0.0776,Low
JE103956,0.0,,,0.1553,normal,0.0776,Low
JE101144,0.0,,,0.155,normal,0.0775,Low
JE105529,0.0,,,0.1551,normal,0.0775,Low
JE106906,0.0,,,0.1551,normal,0.0775,Low
JE101802,0.0,,,0.1551,normal,0.0775,Low
JE106318,0.0,,,0.1547,normal,0.0774,Low
JE106337,0.0,,,0.1549,normal,0.0774,Low
JE100847,0.0,,,0.1549,normal,0.0774,Low
JE104426,0.0,,,0.1547,normal,0.0774,Low
JE104232,0.0,,,0.1548,normal,0.0774,Low
JE104457,0.0,,,0.1547,normal,0.0774,Low
JE106113,0.0,,,0.1548,normal,0.0774,Low
JE104319,0.0,,,0.1547,normal,0.0774,Low
JE100799,0.0,,,0.1549,normal,0.0774,Low
JE101076,0.0,,,0.1547,normal,0.0774,Low
JE106535,0.0,,,0.1546,normal,0.0773,Low
JE101570,0.0,,,0.1544,normal,0.0772,Low
JE106563,0.0,,,0.1544,normal,0.0772,Low
JE104904,0.0,,,0.1543,normal,0.0772,Low
JE106215,0.0,,,0.1543,normal,0.0772,Low
JE103169,0.0,,,0.1544,normal,0.0772,Low
JE103746,0.0,,,0.1545,normal,0.0772,Low
JE107853,0.0,,,0.1545,normal,0.0772,Low
JE106790,0.0,,,0.1544,normal,0.0772,Low
JE104027,0.0,,,0.1542,normal,0.0771,Low
JE102358,0.0,,,0.1542,normal,0.0771,Low
JE100427,0.0,,,0.1541,normal,0.077,Low
JE107690,0.0,,,0.1538,normal,0.0769,Low
JE100015,0.0,,,0.1538,normal,0.0769,Low
JE105931,0.0,,,0.1538,normal,0.0769,Low
JE103168,0.0,,,0.1535,normal,0.0768,Low
JE103200,0.0,,,0.1537,normal,0.0768,Low
JE107640,0.0,,,0.1536,normal,0.0768,Low
JE103484,0.0,,,0.1536,normal,0.0768,Low
JE101464,0.0,,,0.1535,normal,0.0768,Low
JE100948,0.0,,,0.1537,normal,0.0768,Low
JE103707,0.0,,,0.1536,normal,0.0768,Low
JE102313,0.0,,,0.1536,normal,0.0768,Low
JE103762,0.0,,,0.1531,normal,0.0766,Low
JE101670,0.0,,,0.1533,normal,0.0766,Low
JE107751,0.0,,,0.1533,normal,0.0766,Low
JE103589,0.0,,,0.1533,normal,0.0766,Low
JE102328,0.0,,,0.1531,normal,0.0766,Low
JE106022,0.0,,,0.1532,normal,0.0766,Low
JE100426,0.0,,,0.1532,normal,0.0766,Low
JE101137,0.0,,,0.1531,normal,0.0766,Low
JE102160,0.0,,,0.1532,normal,0.0766,Low
JE101660,0.0,,,0.1531,normal,0.0766,Low
JE107452,0.0,,,0.1532,normal,0.0766,Low
JE102796,0.0,,,0.1532,normal,0.0766,Low
JE100043,0.0,,,0.1531,normal,0.0766,Low
JE101274,0.0,,,0.1532,normal,0.0766,Low
JE107753,0.0,,,0.1532,normal,0.0766,Low
JE103521,0.0,,,0.1531,normal,0.0766,Low
JE103848,0.0,,,0.1532,normal,0.0766,Low
JE107058,0.0,,,0.153,normal,0.0765,Low
JE107513,0.0,,,0.153,normal,0.0765,Low
JE106895,0.0,,,0.153,normal,0.0765,Low
JE102911,0.0,,,0.1529,normal,0.0764,Low
JE104454,0.0,,,0.1527,normal,0.0764,Low
JE106199,0.0,,,0.1529,normal,0.0764,Low
JE100341,0.0,,,0.1529,normal,0.0764,Low
JE103904,0.0,,,0.1526,normal,0.0763,Low
JE106737,0.0,,,0.1526,normal,0.0763,Low
JE105890,0.0,,,0.1526,normal,0.0763,Low
JE104861,0.0,,,0.1526,normal,0.0763,Low
JE100328,0.0,,,0.1526,normal,0.0763,Low
JE107890,0.0,,,0.1526,normal,0.0763,Low
JE104431,0.0,,,0.1525,normal,0.0762,Low
JE101078,0.0,,,0.1523,normal,0.0762,Low
JE101033,0.0,,,0.1524,normal,0.0762,Low
JE104481,0.0,,,0.1523,normal,0.0762,Low
JE103490,0.0,,,0.1523,normal,0.0762,Low
JE102044,0.0,,,0.1524,normal,0.0762,Low
JE107983,0.0,,,0.1521,normal,0.0761,Low
JE105265,0.0,,,0.1522,normal,0.0761,Low
JE105865,0.0,,,0.1521,normal,0.0761,Low
JE101074,0.0,,,0.1521,normal,0.0761,Low
JE107710,0.0,,,0.1519,normal,0.076,Low
JE106827,0.0,,,0.152,normal,0.076,Low
JE100906,0.0,,,0.152,normal,0.076,Low
JE101311,0.0,,,0.152,normal,0.076,Low
JE104346,0.0,,,0.152,normal,0.076,Low
JE103641,0.0,,,0.152,normal,0.076,Low
JE102773,0.0,,,0.152,normal,0.076,Low
JE103706,0.0,,,0.1518,normal,0.0759,Low
JE103418,0.0,,,0.1518,normal,0.0759,Low
JE104692,0.0,,,0.1518,normal,0.0759,Low
JE105412,0.0,,,0.1516,normal,0.0758,Low
JE100453,0.0,,,0.1516,normal,0.0758,Low
JE101790,0.0,,,0.1516,normal,0.0758,Low
JE106251,0.0,,,0.1516,normal,0.0758,Low
JE101205,0.0,,,0.1516,normal,0.0758,Low
JE104046,0.0,,,0.1516,normal,0.0758,Low
JE107179,0.0,,,0.1516,normal,0.0758,Low
JE103221,0.0,,,0.1514,normal,0.0757,Low
JE104310,0.0,,,0.1514,normal,0.0757,Low
JE106434,0.0,,,0.1514,normal,0.0757,Low
JE101717,0.0,,,0.1514,normal,0.0757,Low
JE107114,0.0,,,0.1513,normal,0.0756,Low
JE106239,0.0,,,0.1511,normal,0.0756,Low
JE106464,0.0,,,0.1512,normal,0.0756,Low
JE105012,0.0,,,0.151,normal,0.0755,Low
JE101877,0.0,,,0.151,normal,0.0755,Low
JE107431,0.0,,,0.1509,normal,0.0754,Low
JE103842,0.0,,,0.1509,normal,0.0754,Low
JE105468,0.0,,,0.1509,normal,0.0754,Low
JE101851,0.0,,,0.1507,normal,0.0754,Low
JE104030,0.0,,,0.1508,normal,0.0754,Low
JE101690,0.0,,,0.1509,normal,0.0754,Low
JE101959,0.0,,,0.1504,normal,0.0752,Low
JE102378,0.0,,,0.1503,normal,0.0752,Low
JE105244,0.0,,,0.1503,normal,0.0752,Low
JE103747,0.0,,,0.1502,normal,0.0751,Low
JE105992,0.0,,,0.1502,normal,0.0751,Low
JE105789,0.0,,,0.1502,normal,0.0751,Low
JE100354,0.0,,,0.1501,normal,0.075,Low
JE104212,0.0,,,0.15,normal,0.075,Low
JE102913,0.0,,,0.1499,normal,0.075,Low
JE107969,0.0,,,0.1499,normal,0.075,Low
JE102125,0.0,,,0.1499,normal,0.075,Low
JE103093,0.0,,,0.1501,normal,0.075,Low
JE107355,0.0,,,0.1501,normal,0.075,Low
JE105104,0.0,,,0.1498,normal,0.0749,Low
JE102283,0.0,,,0.1498,normal,0.0749,Low
JE106817,0.0,,,0.1497,normal,0.0748,Low
JE105144,0.0,,,0.1495,normal,0.0748,Low
JE104704,0.0,,,0.1496,normal,0.0748,Low
JE104642,0.0,,,0.1495,normal,0.0748,Low
JE106620,0.0,,,0.1495,normal,0.0748,Low
JE104213,0.0,,,0.1495,normal,0.0748,Low
JE102233,0.0,,,0.1497,normal,0.0748,Low
JE103420,0.0,,,0.1495,normal,0.0748,Low
JE104687,0.0,,,0.1496,normal,0.0748,Low
JE104721,0.0,,,0.1496,normal,0.0748,Low
JE100986,0.0,,,0.1494,normal,0.0747,Low
JE105854,0.0,,,0.1494,normal,0.0747,Low
JE104060,0.0,,,0.1494,normal,0.0747,Low
JE105739,0.0,,,0.1494,normal,0.0747,Low
JE100537,0.0,,,0.1492,normal,0.0746,Low
JE101312,0.0,,,0.1492,normal,0.0746,Low
JE105379,0.0,,,0.149,normal,0.0745,Low
JE100470,0.0,,,0.149,normal,0.0745,Low
JE104623,0.0,,,0.149,normal,0.0745,Low
JE107106,0.0,,,0.149,normal,0.0745,Low
JE100318,0.0,,,0.149,normal,0.0745,Low
JE105475,0.0,,,0.1487,normal,0.0744,Low
JE103851,0.0,,,0.1489,normal,0.0744,Low
JE104181,0.0,,,0.1487,normal,0.0744,Low
JE102220,0.0,,,0.1489,normal,0.0744,Low
JE106762,0.0,,,0.1487,normal,0.0744,Low
JE100869,0.0,,,0.1486,normal,0.0743,Low
JE106998,0.0,,,0.1486,normal,0.0743,Low
JE102397,0.0,,,0.1486,normal,0.0743,Low
JE100123,0.0,,,0.1486,normal,0.0743,Low
JE104428,0.0,,,0.1485,normal,0.0742,Low
JE105729,0.0,,,0.1484,normal,0.0742,Low
JE107837,0.0,,,0.1484,normal,0.0742,Low
JE106626,0.0,,,0.1483,normal,0.0741,Low
JE102669,0.0,,,0.1482,normal,0.0741,Low
JE107463,0.0,,,0.1482,normal,0.0741,Low
JE100963,0.0,,,0.1479,normal,0.074,Low
JE107733,0.0,,,0.1481,normal,0.074,Low
JE100889,0.0,,,0.148,normal,0.074,Low
JE104210,0.0,,,0.148,normal,0.074,Low
JE103620,0.0,,,0.1478,normal,0.0739,Low
JE100919,0.0,,,0.1478,normal,0.0739,Low
JE103945,0.0,,,0.1477,normal,0.0738,Low
JE101692,0.0,,,0.1475,normal,0.0738,Low
JE106557,0.0,,,0.1475,normal,0.0738,Low
JE103805,0.0,,,0.1476,normal,0.0738,Low
JE103994,0.0,,,0.1477,normal,0.0738,Low
JE100509,0.0,,,0.1476,normal,0.0738,Low
JE100399,0.0,,,0.1477,normal,0.0738,Low
JE100001,0.0,,,0.1476,normal,0.0738,Low
JE102925,0.0,,,0.1477,normal,0.0738,Low
JE105187,0.0,,,0.1474,normal,0.0737,Low
JE104536,0.0,,,0.147,normal,0.0735,Low
JE102694,0.0,,,0.147,normal,0.0735,Low
JE101545,0.0,,,0.147,normal,0.0735,Low
JE107546,0.0,,,0.147,normal,0.0735,Low
JE107142,0.0,,,0.147,normal,0.0735,Low
JE104864,0.0,,,0.1467,normal,0.0734,Low
JE101270,0.0,,,0.1469,normal,0.0734,Low
JE102828,0.0,,,0.1467,normal,0.0734,Low
JE100858,0.0,,,0.1469,normal,0.0734,Low
JE103238,0.0,,,0.1469,normal,0.0734,Low
JE103272,0.0,,,0.1465,normal,0.0732,Low
JE105493,0.0,,,0.1465,normal,0.0732,Low
JE101381,0.0,,,0.1465,normal,0.0732,Low
JE104971,0.0,,,0.1465,normal,0.0732,Low
JE100920,0.0,,,0.1462,normal,0.0731,Low
JE105834,0.0,,,0.1462,normal,0.0731,Low
JE101320,0.0,,,0.1462,normal,0.0731,Low
JE100041,0.0,,,0.1462,normal,0.0731,Low
JE103071,0.0,,,0.1459,normal,0.073,Low
JE102294,0.0,,,0.146,normal,0.073,Low
JE101818,0.0,,,0.1459,normal,0.073,Low
JE103820,0.0,,,0.1461,normal,0.073,Low
JE107940,0.0,,,0.1461,normal,0.073,Low
JE102343,0.0,,,0.146,normal,0.073,Low
JE107854,0.0,,,0.1461,normal,0.073,Low
JE107046,0.0,,,0.1459,normal,0.073,Low
JE101339,0.0,,,0.1458,normal,0.0729,Low
JE103972,0.0,,,0.1456,normal,0.0728,Low
JE103735,0.0,,,0.1457,normal,0.0728,Low
JE100706,0.0,,,0.1455,normal,0.0728,Low
JE105358,0.0,,,0.1456,normal,0.0728,Low
JE100469,0.0,,,0.1455,normal,0.0728,Low
JE107966,0.0,,,0.1457,normal,0.0728,Low
JE100384,0.0,,,0.1457,normal,0.0728,Low
JE100664,0.0,,,0.1456,normal,0.0728,Low
JE106773,0.0,,,0.1453,normal,0.0727,Low
JE103112,0.0,,,0.1454,normal,0.0727,Low
JE104984,0.0,,,0.1454,normal,0.0727,Low
JE106944,0.0,,,0.1453,normal,0.0727,Low
JE106984,0.0,,,0.1453,normal,0.0727,Low
JE103022,0.0,,,0.1452,normal,0.0726,Low
JE104298,0.0,,,0.1451,normal,0.0726,Low
JE107321,0.0,,,0.1451,normal,0.0726,Low
JE102850,0.0,,,0.1451,normal,0.0726,Low
JE101072,0.0,,,0.1451,normal,0.0726,Low
JE103752,0.0,,,0.1451,normal,0.0726,Low
JE103631,0.0,,,0.145,normal,0.0725,Low
JE107484,0.0,,,0.145,normal,0.0725,Low
JE105210,0.0,,,0.145,normal,0.0725,Low
JE101724,0.0,,,0.1447,normal,0.0724,Low
JE101003,0.0,,,0.1447,normal,0.0724,Low
JE106928,0.0,,,0.1448,normal,0.0724,Low
JE104654,0.0,,,0.1447,normal,0.0724,Low
JE104071,0.0,,,0.1449,normal,0.0724,Low
JE103682,0.0,,,0.1449,normal,0.0724,Low
JE104433,0.0,,,0.1448,normal,0.0724,Low
JE102986,0.0,,,0.1448,normal,0.0724,Low
JE101405,0.0,,,0.1449,normal,0.0724,Low
JE106447,0.0,,,0.1449,normal,0.0724,Low
JE105697,0.0,,,0.1448,normal,0.0724,Low
JE103299,0.0,,,0.1449,normal,0.0724,Low
JE103900,0.0,,,0.1446,normal,0.0723,Low
JE101493,0.0,,,0.1443,normal,0.0722,Low
JE105074,0.0,,,0.1443,normal,0.0722,Low
JE107633,0.0,,,0.1443,normal,0.0722,Low
JE106131,0.0,,,0.1443,normal,0.0722,Low
JE101791,0.0,,,0.1445,normal,0.0722,Low
JE100780,0.0,,,0.1445,normal,0.0722,Low
JE101976,0.0,,,0.1445,normal,0.0722,Low
JE107564,0.0,,,0.1442,normal,0.0721,Low
JE104086,0.0,,,0.1442,normal,0.0721,Low
JE101697,0.0,,,0.1442,normal,0.0721,Low
JE105630,0.0,,,0.1442,normal,0.0721,Low
JE101673,0.0,,,0.1439,normal,0.072,Low
JE104846,0.0,,,0.144,normal,0.072,Low
JE102289,0.0,,,0.1439,normal,0.072,Low
JE103801,0.0,,,0.1439,normal,0.072,Low
JE105066,0.0,,,0.1438,normal,0.0719,Low
JE105397,0.0,,,0.1438,normal,0.0719,Low
JE100718,0.0,,,0.1438,normal,0.0719,Low
JE107768,0.0,,,0.1438,normal,0.0719,Low
JE101428,0.0,,,0.1436,normal,0.0718,Low
JE103600,0.0,,,0.1436,normal,0.0718,Low
JE101762,0.0,,,0.1436,normal,0.0718,Low
JE100006,0.0,,,0.1435,normal,0.0718,Low
JE105191,0.0,,,0.1435,normal,0.0718,Low
JE107103,0.0,,,0.1436,normal,0.0718,Low
JE103450,0.0,,,0.1435,normal,0.0718,Low
JE103635,0.0,,,0.1436,normal,0.0718,Low
JE105876,0.0,,,0.1432,normal,0.0716,Low
JE100498,0.0,,,0.1433,normal,0.0716,Low
JE103355,0.0,,,0.1431,normal,0.0716,Low
JE104057,0.0,,,0.1433,normal,0.0716,Low
JE100098,0.0,,,0.1433,normal,0.0716,Low
JE102239,0.0,,,0.1431,normal,0.0716,Low
JE101968,0.0,,,0.1432,normal,0.0716,Low
JE102647,0.0,,,0.1432,normal,0.0716,Low
JE100028,0.0,,,0.1433,normal,0.0716,Low
JE102209,0.0,,,0.1431,normal,0.0716,Low
JE107044,0.0,,,0.143,normal,0.0715,Low
JE106223,0.0,,,0.143,normal,0.0715,Low
JE103048,0.0,,,0.143,normal,0.0715,Low
JE102866,0.0,,,0.1427,normal,0.0714,Low
JE101922,0.0,,,0.1429,normal,0.0714,Low
JE105748,0.0,,,0.1428,normal,0.0714,Low
JE102277,0.0,,,0.1427,normal,0.0714,Low
JE105899,0.0,,,0.1428,normal,0.0714,Low
JE106442,0.0,,,0.1428,normal,0.0714,Low
