transaction_id,ml_anomaly_score,ml_flag
JE100857,0.2882,normal
JE105943,0.2405,normal
JE101809,0.276,normal
JE102621,0.2729,normal
JE104915,0.2452,normal
JE105995,0.1315,normal
JE101847,0.27,normal
JE104972,0.3039,normal
JE104035,0.214,normal
JE104200,0.1722,normal
JE106311,0.3369,normal
JE102459,0.1268,normal
JE104890,0.3746,normal
JE104701,0.2692,normal
JE100989,0.2699,normal
JE105330,0.278,normal
JE107204,0.1838,normal
JE101434,0.2482,normal
JE104481,0.1523,normal
JE104990,0.3145,normal
JE104153,0.2428,normal
JE100712,0.1361,normal
JE102373,0.3987,normal
JE103851,0.1489,normal
JE104452,0.3556,normal
JE103566,0.1882,normal
JE105939,0.4083,normal
JE101019,0.1142,normal
JE103888,0.181,normal
JE107726,0.1955,normal
JE103297,0.2333,normal
JE102964,0.2631,normal
JE104404,0.2199,normal
JE103462,0.3214,normal
JE104910,0.1352,normal
JE104138,0.3046,normal
JE106216,0.1831,normal
JE105502,0.283,normal
JE106226,0.2183,normal
JE101682,0.3124,normal
JE104979,0.1698,normal
JE101970,0.238,normal
JE104795,0.3136,normal
JE106453,0.3724,normal
JE106064,0.3873,normal
JE102052,0.1157,normal
JE107540,0.1048,normal
JE104312,0.1729,normal
JE102147,0.1705,normal
JE102323,0.2519,normal
JE102697,0.1401,normal
JE102483,0.2002,normal
JE101371,0.3496,normal
JE101567,0.2134,normal
JE103597,0.2574,normal
JE103772,0.2272,normal
JE108065,0.6175,anomaly
JE104355,0.1208,normal
JE101517,0.2315,normal
JE103994,0.1477,normal
JE105863,0.2375,normal
JE108007,0.1309,normal
JE102187,0.2293,normal
JE103309,0.2781,normal
JE103732,0.2155,normal
JE105252,0.1055,normal
JE101038,0.431,normal
JE102438,0.1126,normal
JE103000,0.2674,normal
JE101511,0.4007,normal
JE100412,0.2693,normal
JE106493,0.1581,normal
JE106286,0.1628,normal
JE104076,0.2349,normal
JE101302,0.1975,normal
JE103260,0.2377,normal
JE105393,0.2664,normal
JE101318,0.2991,normal
JE103317,0.1812,normal
JE100778,0.1878,normal
JE106654,0.3149,normal
JE107065,0.1848,normal
JE104672,0.1736,normal
JE104855,0.2005,normal
JE102368,0.1617,normal
JE102477,0.2623,normal
JE104891,0.2628,normal
JE105414,0.0925,normal
JE104170,0.1804,normal
JE100026,0.3543,normal
JE103393,0.1834,normal
JE101409,0.326,normal
JE105223,0.0982,normal
JE101140,0.2124,normal
JE100506,0.2894,normal
JE101561,0.2735,normal
JE106261,0.3077,normal
JE101121,0.1855,normal
JE107737,0.3405,normal
JE104683,0.3735,normal
JE100602,0.2312,normal
JE104708,0.2776,normal
JE103942,0.2928,normal
JE105186,0.2049,normal
JE102738,0.2029,normal
JE105632,0.1964,normal
JE103852,0.3239,normal
JE105505,0.1885,normal
JE102614,0.2643,normal
JE100349,0.1366,normal
JE104982,0.1699,normal
JE108004,0.2748,normal
JE107357,0.2324,normal
JE104879,0.3503,normal
JE107550,0.3858,normal
JE106575,0.3228,normal
JE100630,0.279,normal
JE106706,0.1925,normal
JE102549,0.3676,normal
JE106342,0.161,normal
JE100409,0.418,normal
JE103392,0.1904,normal
JE100165,0.2935,normal
JE107786,0.2449,normal
JE102337,0.2034,normal
JE104050,0.2268,normal
JE107800,0.4031,normal
JE106066,0.2021,normal
JE105746,0.2288,normal
JE106069,0.2182,normal
JE102427,0.2069,normal
JE101088,0.163,normal
JE105819,0.1554,normal
JE105282,0.305,normal
JE103771,0.1765,normal
JE106485,0.2334,normal
JE105964,0.2281,normal
JE105851,0.1301,normal
JE104391,0.2071,normal
JE105062,0.2475,normal
JE105919,0.2312,normal
JE107534,0.1641,normal
JE102915,0.3401,normal
JE102861,0.169,normal
JE102364,0.1135,normal
JE104625,0.2426,normal
JE103882,0.187,normal
JE106065,0.2575,normal
JE104124,0.1678,normal
JE106599,0.1594,normal
JE105770,0.3374,normal
JE100275,0.1613,normal
JE101073,0.273,normal
JE105171,0.2584,normal
JE106442,0.1428,normal
JE100676,0.1289,normal
JE107200,0.1974,normal
JE103383,0.2243,normal
JE106975,0.2993,normal
JE103705,0.1109,normal
JE100586,0.1859,normal
JE100838,0.2562,normal
JE104807,0.2937,normal
JE104400,0.256,normal
JE102616,0.2953,normal
JE105347,0.2347,normal
JE102966,0.2339,normal
JE101438,0.245,normal
JE101554,0.2921,normal
JE100817,0.1372,normal
JE101244,0.2274,normal
JE104313,0.2215,normal
JE105054,0.1292,normal
JE100303,0.292,normal
JE102620,0.3866,normal
JE107599,0.0808,normal
JE102679,0.2559,normal
JE102486,0.3436,normal
JE103937,0.1913,normal
JE107994,0.5483,anomaly
JE103163,0.1922,normal
JE101064,0.3477,normal
JE100873,0.3232,normal
JE102820,0.6207,anomaly
JE106600,0.2792,normal
JE100953,0.1357,normal
JE100160,0.2823,normal
JE107173,0.2136,normal
JE100924,0.3108,normal
JE102771,0.1864,normal
JE104156,0.3025,normal
JE107269,0.2925,normal
JE107925,0.1203,normal
JE104335,0.1713,normal
JE101976,0.1445,normal
JE104120,0.1857,normal
JE107015,0.1623,normal
JE104780,0.2185,normal
JE103736,0.2657,normal
JE102395,0.2754,normal
JE107011,0.1186,normal
JE103604,0.4063,normal
JE107818,0.2461,normal
JE102057,0.1108,normal
JE104325,0.3686,normal
JE100490,0.2462,normal
JE107496,0.2774,normal
JE103714,0.2261,normal
JE104926,0.3836,normal
JE105847,0.4611,anomaly
JE100386,0.1414,normal
JE103489,0.142,normal
JE102284,0.1558,normal
JE104112,0.3176,normal
JE101825,0.1923,normal
JE104366,0.3438,normal
JE105485,0.369,normal
JE104420,0.3308,normal
JE101589,0.2694,normal
JE108113,0.7053,anomaly
JE103349,0.2743,normal
JE107771,0.3174,normal
JE101752,0.3734,normal
JE105247,0.2261,normal
JE105401,0.2714,normal
JE101232,0.2085,normal
JE104090,0.1812,normal
JE105889,0.1744,normal
JE105366,0.2747,normal
JE103161,0.3891,normal
JE100964,0.1633,normal
JE104594,0.3057,normal
JE100353,0.205,normal
JE101839,0.3091,normal
JE103946,0.2387,normal
JE106528,0.2535,normal
JE100002,0.1107,normal
JE108101,0.6318,anomaly
JE104382,0.2698,normal
JE107806,0.2844,normal
JE105743,0.2504,normal
JE100784,0.5275,anomaly
JE106580,0.3133,normal
JE105034,0.2409,normal
JE102397,0.1486,normal
JE106557,0.1475,normal
JE100069,0.1906,normal
JE100404,0.1647,normal
JE103435,0.2933,normal
JE104894,0.2556,normal
JE108090,0.6848,anomaly
JE107276,0.2936,normal
JE106120,0.1348,normal
JE104274,0.2861,normal
JE105050,0.2916,normal
JE103429,0.331,normal
JE102140,0.1897,normal
JE101201,0.1835,normal
JE106073,0.2966,normal
JE102916,0.2219,normal
JE102301,0.2513,normal
JE101757,0.2553,normal
JE103487,0.2938,normal
JE101578,0.2426,normal
JE102720,0.2716,normal
JE102242,0.2964,normal
JE107073,0.1289,normal
JE102775,0.1688,normal
JE101508,0.3376,normal
JE105594,0.2069,normal
JE103750,0.1609,normal
JE106871,0.1921,normal
JE102494,0.2184,normal
JE106879,0.2299,normal
JE100539,0.3461,normal
JE101331,0.2755,normal
JE102304,0.3823,normal
JE102500,0.3348,normal
JE101613,0.1154,normal
JE101489,0.2914,normal
JE102019,0.3888,normal
JE101745,0.2574,normal
JE107157,0.2955,normal
JE106514,0.161,normal
JE107643,0.1111,normal
JE107382,0.2763,normal
JE107950,0.2549,normal
JE105045,0.2363,normal
JE104607,0.2091,normal
JE101394,0.0903,normal
JE101509,0.2419,normal
JE101195,0.3277,normal
JE107626,0.409,normal
JE105428,0.2925,normal
JE105406,0.2138,normal
JE107793,0.257,normal
JE107257,0.2647,normal
JE103801,0.1439,normal
JE106918,0.5997,anomaly
JE104678,0.6097,anomaly
JE106527,0.1134,normal
JE101932,0.2486,normal
JE102813,0.3039,normal
JE103975,0.2332,normal
JE102540,0.2731,normal
JE102670,0.106,normal
JE107301,0.1322,normal
JE103720,0.1913,normal
JE107689,0.188,normal
JE103249,0.2638,normal
JE104760,0.3565,normal
JE102823,0.3355,normal
JE100574,0.3702,normal
JE100697,0.2236,normal
JE105508,0.189,normal
JE107571,0.1919,normal
JE107224,0.3921,normal
JE106633,0.2425,normal
JE107869,0.2598,normal
JE106866,0.12,normal
JE102188,0.2284,normal
JE104023,0.4535,anomaly
JE106648,0.2338,normal
JE102046,0.4188,normal
JE100283,0.4311,normal
JE100259,0.2585,normal
JE102665,0.3134,normal
JE105908,0.2086,normal
JE105894,0.202,normal
JE106765,0.1292,normal
JE103234,0.2811,normal
JE100726,0.178,normal
JE101637,0.2508,normal
JE104774,0.1914,normal
JE106615,0.2005,normal
JE105249,0.1683,normal
JE105443,0.5119,anomaly
JE100056,0.1972,normal
JE106616,0.4187,normal
JE106973,0.4532,anomaly
JE101412,0.218,normal
JE106951,0.1554,normal
JE102215,0.1418,normal
JE107935,0.4534,anomaly
JE105458,0.0829,normal
JE102936,0.2244,normal
JE100889,0.148,normal
JE102955,0.205,normal
JE101688,0.1346,normal
JE101820,0.2259,normal
JE103704,0.2868,normal
JE101973,0.1795,normal
JE100715,0.158,normal
JE104702,0.2959,normal
JE105153,0.1354,normal
JE102287,0.2956,normal
JE107607,0.1602,normal
JE108119,0.7996,anomaly
JE106304,0.3672,normal
JE107129,0.1886,normal
JE102849,0.1749,normal
JE104714,0.1077,normal
JE100124,0.2891,normal
JE107374,0.2506,normal
JE104431,0.1525,normal
JE107497,0.2918,normal
JE107184,0.2698,normal
JE104401,0.2872,normal
JE100981,0.1574,normal
JE107645,0.4858,anomaly
JE100176,0.2189,normal
JE100582,0.1667,normal
JE107426,0.1869,normal
JE101617,0.368,normal
JE107150,0.1944,normal
JE105291,0.2482,normal
JE102877,0.1311,normal
JE106846,0.2479,normal
JE103244,0.2654,normal
JE105921,0.2864,normal
JE105976,0.3828,normal
JE106078,0.198,normal
JE101862,0.3995,normal
JE105447,0.084,normal
JE103576,0.235,normal
JE103607,0.3378,normal
JE107683,0.2271,normal
JE102975,0.2115,normal
JE104506,0.4476,anomaly
JE104772,0.3021,normal
JE100298,0.3282,normal
JE100926,0.2807,normal
JE104119,0.2966,normal
JE106675,0.2692,normal
JE102116,0.2825,normal
JE104825,0.2897,normal
JE101308,0.1834,normal
JE104768,0.2623,normal
JE101673,0.1439,normal
JE101200,0.4043,normal
JE102230,0.2019,normal
JE108012,0.2925,normal
JE100294,0.1918,normal
JE108095,0.4118,normal
JE102691,0.205,normal
JE104223,0.2015,normal
JE102580,0.3794,normal
JE106344,0.258,normal
JE106731,0.3317,normal
JE106585,0.2436,normal
JE100693,0.4628,anomaly
JE100687,0.2293,normal
JE100818,0.2607,normal
JE100217,0.2641,normal
JE103326,0.3378,normal
JE104249,0.1654,normal
JE107254,0.1554,normal
JE106089,0.3392,normal
JE103890,0.1984,normal
JE107458,0.2565,normal
JE107756,0.2109,normal
JE106105,0.3081,normal
JE100479,0.4623,anomaly
JE105379,0.149,normal
JE105701,0.2507,normal
JE106653,0.1647,normal
JE105763,0.3672,normal
JE107207,0.2541,normal
JE103199,0.2046,normal
JE100813,0.1992,normal
JE104347,0.1576,normal
JE100844,0.181,normal
JE106222,0.2677,normal
JE103057,0.1795,normal
JE102376,0.4295,normal
JE104070,0.3475,normal
JE102033,0.2907,normal
JE100968,0.1769,normal
JE107325,0.1385,normal
JE107114,0.1513,normal
JE100973,0.0958,normal
JE101897,0.16,normal
JE106332,0.1038,normal
JE104343,0.2322,normal
JE102705,0.1248,normal
JE106300,0.1675,normal
JE108001,0.4473,anomaly
JE106743,0.1634,normal
JE103375,0.2178,normal
JE106679,0.3725,normal
JE106428,0.4746,anomaly
JE105019,0.2214,normal
JE106741,0.3802,normal
JE107076,0.3453,normal
JE105602,0.1225,normal
JE102952,0.27,normal
JE101346,0.2494,normal
JE107232,0.2767,normal
JE100976,0.1913,normal
JE106869,0.1944,normal
JE105742,0.1876,normal
JE105776,0.2312,normal
JE100510,0.2124,normal
JE100123,0.1486,normal
JE107798,0.2486,normal
JE105631,0.0995,normal
JE107303,0.2413,normal
JE101711,0.3976,normal
JE106562,0.1992,normal
JE102101,0.5346,anomaly
JE100870,0.2546,normal
JE107315,0.1317,normal
JE101031,0.1562,normal
JE103464,0.4171,normal
JE104853,0.3834,normal
JE101999,0.3683,normal
JE103591,0.4245,normal
JE101157,0.1848,normal
JE103157,0.2598,normal
JE106212,0.1722,normal
JE107027,0.4924,anomaly
JE104429,0.1883,normal
JE105689,0.3543,normal
JE106481,0.2048,normal
JE101576,0.356,normal
JE107910,0.3056,normal
JE100062,0.1667,normal
JE100473,0.2332,normal
JE104998,0.3515,normal
JE103455,0.2248,normal
JE100866,0.1356,normal
JE103584,0.2279,normal
JE107682,0.1143,normal
JE105426,0.2788,normal
JE103615,0.2186,normal
JE105439,0.2338,normal
JE104838,0.2065,normal
JE107813,0.4196,normal
JE103389,0.2621,normal
JE107602,0.1567,normal
JE102181,0.3289,normal
JE104744,0.3548,normal
JE103282,0.128,normal
JE107840,0.3085,normal
JE101629,0.3944,normal
JE105489,0.2481,normal
JE102439,0.1421,normal
JE101150,0.2194,normal
JE101161,0.2538,normal
JE107454,0.2329,normal
JE100257,0.1216,normal
JE102599,0.2237,normal
JE104730,0.1254,normal
JE106434,0.1514,normal
JE107894,0.2405,normal
JE104874,0.2372,normal
JE101106,0.3542,normal
JE106198,0.1911,normal
JE106751,0.1709,normal
JE103408,0.1912,normal
JE100558,0.1827,normal
JE101851,0.1507,normal
JE106082,0.247,normal
JE102089,0.3098,normal
JE102900,0.2326,normal
JE103221,0.1514,normal
JE100262,0.0855,normal
JE106822,0.2124,normal
JE106228,0.1918,normal
JE107266,0.1563,normal
JE100628,0.1829,normal
JE101890,0.2644,normal
JE103043,0.2002,normal
JE104306,0.1915,normal
JE102079,0.3234,normal
JE103586,0.2289,normal
JE105454,0.222,normal
JE106329,0.2966,normal
JE104305,0.1267,normal
JE105245,0.1901,normal
JE106010,0.1144,normal
JE101607,0.2272,normal
JE101021,0.233,normal
JE100609,0.2992,normal
JE101404,0.168,normal
JE106702,0.4145,normal
JE103255,0.0933,normal
JE102097,0.3553,normal
JE100210,0.4681,anomaly
JE103799,0.3028,normal
JE103540,0.2069,normal
JE100154,0.1843,normal
JE105870,0.1373,normal
JE101591,0.1401,normal
JE102443,0.264,normal
JE101148,0.119,normal
JE103428,0.3214,normal
JE101968,0.1432,normal
JE103207,0.3237,normal
JE106413,0.2772,normal
JE102434,0.2374,normal
JE101634,0.1404,normal
JE103293,0.2115,normal
JE106186,0.2248,normal
JE100598,0.3993,normal
JE103138,0.2155,normal
JE106028,0.376,normal
JE101657,0.1854,normal
JE104777,0.305,normal
JE106953,0.2519,normal
JE108030,0.4273,normal
JE103298,0.2619,normal
JE101566,0.3699,normal
JE106247,0.3151,normal
JE105425,0.1715,normal
JE106184,0.3049,normal
JE106947,0.4318,normal
JE101519,0.1623,normal
JE106384,0.1885,normal
JE106827,0.152,normal
JE104318,0.2861,normal
JE100226,0.2411,normal
JE105304,0.2018,normal
JE107196,0.1966,normal
JE102518,0.1579,normal
JE106812,0.254,normal
JE102394,0.1862,normal
JE101761,0.3138,normal
JE101361,0.2874,normal
JE103305,0.2634,normal
JE102325,0.2036,normal
JE108133,0.6376,anomaly
JE107012,0.2292,normal
JE105589,0.2042,normal
JE103559,0.2526,normal
JE106936,0.2408,normal
JE101834,0.1127,normal
JE103662,0.2285,normal
JE102010,0.348,normal
JE103658,0.2568,normal
JE104302,0.2005,normal
JE105124,0.2102,normal
JE104188,0.3541,normal
JE106756,0.3235,normal
JE105143,0.1866,normal
JE103858,0.1756,normal
JE100694,0.2134,normal
JE107201,0.2853,normal
JE107351,0.1839,normal
JE107147,0.1709,normal
JE102613,0.3695,normal
JE101187,0.2807,normal
JE101370,0.1622,normal
JE101908,0.1674,normal
JE104089,0.2544,normal
JE102478,0.2578,normal
JE100017,0.3641,normal
JE102515,0.2511,normal
JE107474,0.2875,normal
JE102206,0.2515,normal
JE103596,0.244,normal
JE101487,0.2936,normal
JE101677,0.3405,normal
JE105281,0.3972,normal
JE102354,0.2682,normal
JE100657,0.2676,normal
JE101572,0.382,normal
JE101738,0.2448,normal
JE105516,0.21,normal
JE103856,0.2685,normal
JE104496,0.2051,normal
JE102847,0.3217,normal
JE102981,0.1882,normal
JE100619,0.351,normal
JE104605,0.2298,normal
JE106224,0.2808,normal
JE102848,0.2618,normal
JE107763,0.2086,normal
JE107125,0.1975,normal
JE100868,0.1089,normal
JE102508,0.2046,normal
JE104983,0.507,anomaly
JE102111,0.426,normal
JE104696,0.1569,normal
JE106833,0.1883,normal
JE100458,0.093,normal
JE106786,0.3297,normal
JE105214,0.2582,normal
JE104967,0.1403,normal
JE100791,0.2768,normal
JE106907,0.1981,normal
JE103608,0.2621,normal
JE103823,0.2005,normal
JE102261,0.2696,normal
JE107421,0.2221,normal
JE102809,0.2372,normal
JE105051,0.3426,normal
JE103519,0.2955,normal
JE104747,0.2424,normal
JE100734,0.2812,normal
JE107877,0.1841,normal
JE104476,0.163,normal
JE106709,0.2936,normal
JE103959,0.3328,normal
JE102134,0.1581,normal
JE105053,0.1592,normal
JE104268,0.254,normal
JE101945,0.3882,normal
JE102280,0.1743,normal
JE100660,0.0907,normal
JE102431,0.2426,normal
JE103752,0.1451,normal
JE102529,0.3006,normal
JE106217,0.4475,anomaly
JE105191,0.1435,normal
JE107332,0.298,normal
JE107071,0.1933,normal
JE106316,0.2331,normal
JE100643,0.1626,normal
JE100169,0.1151,normal
JE101518,0.2772,normal
JE101801,0.2253,normal
JE106219,0.2252,normal
JE103395,0.2062,normal
JE101918,0.308,normal
JE100273,0.2807,normal
JE105312,0.3182,normal
JE102469,0.261,normal
JE105215,0.1081,normal
JE107799,0.1701,normal
JE107667,0.4628,anomaly
JE101067,0.1969,normal
JE106201,0.203,normal
JE100495,0.2474,normal
JE104912,0.4288,normal
JE106789,0.4448,anomaly
JE101913,0.3185,normal
JE103647,0.178,normal
JE100039,0.1908,normal
JE100307,0.456,anomaly
JE103741,0.1636,normal
JE104103,0.3487,normal
JE103153,0.2746,normal
JE106553,0.2662,normal
JE102830,0.2699,normal
JE100782,0.2213,normal
JE105287,0.3428,normal
JE100535,0.1562,normal
JE100584,0.4134,normal
JE107228,0.4053,normal
JE104144,0.1695,normal
JE104419,0.1426,normal
JE103797,0.386,normal
JE107766,0.2335,normal
JE108110,0.3653,normal
JE102862,0.2769,normal
JE100317,0.3292,normal
JE102198,0.3393,normal
JE106511,0.3406,normal
JE102565,0.2666,normal
JE107320,0.2685,normal
JE107761,0.2598,normal
JE101795,0.1572,normal
JE106678,0.2395,normal
JE107544,0.3227,normal
JE107639,0.1621,normal
JE100272,0.2349,normal
JE100549,0.2834,normal
JE101693,0.1843,normal
JE105816,0.1179,normal
JE103526,0.1553,normal
JE103013,0.1721,normal
JE107777,0.3473,normal
JE107796,0.4833,anomaly
JE102391,0.2423,normal
JE103877,0.234,normal
JE104695,0.2393,normal
JE105786,0.1843,normal
JE100895,0.2769,normal
JE105664,0.3439,normal
JE105872,0.2161,normal
JE104667,0.1152,normal
JE102000,0.1896,normal
JE102123,0.1242,normal
JE104158,0.3945,normal
JE101248,0.491,anomaly
JE104488,0.1197,normal
JE101260,0.3715,normal
JE100810,0.3299,normal
JE106389,0.3327,normal
JE101050,0.4288,normal
JE101879,0.2653,normal
JE102880,0.1219,normal
JE100108,0.2114,normal
JE106250,0.3261,normal
JE100674,0.2276,normal
JE106787,0.3418,normal
JE107248,0.2174,normal
JE104762,0.1775,normal
JE104606,0.2904,normal
JE106276,0.2232,normal
JE106972,0.1232,normal
JE105737,0.305,normal
JE106589,0.3907,normal
JE105456,0.2655,normal
JE101533,0.2833,normal
JE104963,0.2386,normal
JE101856,0.3055,normal
JE105833,0.2109,normal
JE100212,0.2107,normal
JE103148,0.2966,normal
JE105157,0.1166,normal
JE102257,0.2149,normal
JE102106,0.1386,normal
JE103269,0.2991,normal
JE107742,0.1202,normal
JE101974,0.2002,normal
JE104686,0.219,normal
JE107923,0.0742,normal
JE101502,0.3044,normal
JE104183,0.2135,normal
JE100647,0.2193,normal
JE103634,0.2508,normal
JE100772,0.2042,normal
JE100704,0.1905,normal
JE103588,0.3798,normal
JE101250,0.2823,normal
JE104805,0.1784,normal
JE102473,0.0979,normal
JE107236,0.3433,normal
JE107629,0.1855,normal
JE106683,0.1329,normal
JE101861,0.2354,normal
JE107714,0.2219,normal
JE106225,0.0906,normal
JE100710,0.2565,normal
JE102673,0.2324,normal
JE104515,0.1167,normal
JE101462,0.3881,normal
JE101485,0.2007,normal
JE102546,0.1892,normal
JE100231,0.3142,normal
JE101357,0.4064,normal
JE103012,0.3551,normal
JE100852,0.0376,normal
JE101005,0.2291,normal
JE101997,0.2594,normal
JE101835,0.3399,normal
JE103974,0.2088,normal
JE107748,0.1657,normal
JE104533,0.1074,normal
JE101317,0.412,normal
JE103328,0.2624,normal
JE101624,0.2255,normal
JE101481,0.1214,normal
JE103834,0.2883,normal
JE105745,0.1668,normal
JE105100,0.1617,normal
JE101279,0.2284,normal
JE103081,0.3391,normal
JE101824,0.1659,normal
JE101054,0.3012,normal
JE104146,0.2226,normal
JE105933,0.2782,normal
JE100476,0.1757,normal
JE106449,0.3547,normal
JE102283,0.1498,normal
JE103712,0.2659,normal
JE103147,0.2699,normal
JE105643,0.4391,anomaly
JE100336,0.3835,normal
JE102618,0.2106,normal
JE103663,0.2633,normal
JE100089,0.1942,normal
JE100875,0.2034,normal
JE107595,0.2739,normal
JE100544,0.2371,normal
JE105338,0.2099,normal
JE103001,0.2836,normal
JE102761,0.3681,normal
JE108108,0.3797,normal
JE101881,0.1127,normal
JE107996,0.23,normal
JE100927,0.2757,normal
JE106366,0.3428,normal
JE100320,0.1858,normal
JE104616,0.1599,normal
JE106031,0.2571,normal
JE100879,0.1882,normal
JE106774,0.2277,normal
JE103995,0.2521,normal
JE104922,0.2744,normal
JE103247,0.2841,normal
JE105387,0.1843,normal
JE103079,0.1183,normal
JE103762,0.1531,normal
JE104731,0.2817,normal
JE107477,0.2817,normal
JE104235,0.3856,normal
JE104260,0.2475,normal
JE101619,0.2795,normal
JE103727,0.1878,normal
JE107885,0.1944,normal
JE105888,0.2069,normal
JE101046,0.2509,normal
JE105057,0.1912,normal
JE106976,0.3169,normal
JE101751,0.4509,anomaly
JE105152,0.3935,normal
JE103879,0.3147,normal
JE105865,0.1521,normal
JE105601,0.2236,normal
JE103918,0.2992,normal
JE105190,0.6018,anomaly
JE101044,0.1989,normal
JE103011,0.2035,normal
JE105156,0.0996,normal
JE106778,0.3844,normal
JE103291,0.254,normal
JE107732,0.2495,normal
JE104752,0.2315,normal
JE102065,0.1376,normal
JE102965,0.2405,normal
JE100642,0.4326,normal
JE100138,0.1708,normal
JE100881,0.4632,anomaly
JE101977,0.4021,normal
JE101582,0.2538,normal
JE104794,0.2793,normal
JE101098,0.1736,normal
JE107051,0.3457,normal
JE107576,0.3724,normal
JE106550,0.2753,normal
JE106593,0.2938,normal
JE101393,0.2513,normal
JE102084,0.2106,normal
JE101267,0.0546,normal
JE106472,0.1597,normal
JE106462,0.1849,normal
JE104232,0.1548,normal
JE105266,0.1617,normal
JE102575,0.4765,anomaly
JE102136,0.2923,normal
JE101504,0.2339,normal
JE105459,0.2842,normal
JE107252,0.2047,normal
JE103368,0.1555,normal
JE103730,0.1723,normal
JE100149,0.3104,normal
JE100304,0.127,normal
JE105114,0.3318,normal
JE101925,0.3271,normal
JE105149,0.1809,normal
JE107746,0.2901,normal
JE106510,0.3549,normal
JE102638,0.548,anomaly
JE107669,0.4342,normal
JE101905,0.2535,normal
JE107558,0.1377,normal
JE104295,0.3404,normal
JE103843,0.1823,normal
JE107190,0.2326,normal
JE101769,0.3225,normal
JE102876,0.2121,normal
JE102241,0.3222,normal
JE104501,0.1992,normal
JE108084,0.6159,anomaly
JE108112,0.8327,anomaly
JE100484,0.3135,normal
JE105279,0.3342,normal
JE105436,0.2177,normal
JE101281,0.2144,normal
JE105128,0.2047,normal
JE103681,0.0739,normal
JE100792,0.1663,normal
JE104896,0.1769,normal
JE106529,0.2391,normal
JE106895,0.153,normal
JE101202,0.2412,normal
JE104519,0.1326,normal
JE103913,0.3909,normal
JE102363,0.2512,normal
JE108079,0.781,anomaly
JE103070,0.2584,normal
JE103430,0.29,normal
JE105980,0.2178,normal
JE108046,0.3321,normal
JE107857,0.2646,normal
JE105576,0.1906,normal
JE102592,0.2094,normal
JE107058,0.153,normal
JE106025,0.1416,normal
JE102711,0.2242,normal
JE105717,0.208,normal
JE101530,0.1852,normal
JE104999,0.3541,normal
JE102810,0.3505,normal
JE100686,0.3658,normal
JE101552,0.2519,normal
JE107764,0.2523,normal
JE104256,0.3961,normal
JE105096,0.2841,normal
JE103872,0.2077,normal
JE105123,0.2741,normal
JE100561,0.2864,normal
JE102251,0.2178,normal
JE107590,0.4153,normal
JE103501,0.3542,normal
JE102690,0.2789,normal
JE104209,0.2151,normal
JE107915,0.2212,normal
JE103380,0.2598,normal
JE103194,0.3289,normal
JE101447,0.2337,normal
JE101953,0.3383,normal
JE100923,0.0795,normal
JE101625,0.4434,anomaly
JE100311,0.1777,normal
JE106950,0.1321,normal
JE107776,0.4133,normal
JE107052,0.2762,normal
JE101320,0.1462,normal
JE103532,0.2357,normal
JE101664,0.1752,normal
JE100816,0.295,normal
JE107430,0.2348,normal
JE102267,0.1905,normal
JE101474,0.2405,normal
JE101774,0.181,normal
JE104776,0.2766,normal
JE107494,0.2296,normal
JE101094,0.1134,normal
JE104177,0.2362,normal
JE101951,0.2429,normal
JE106757,0.1819,normal
JE103885,0.33,normal
JE107341,0.3321,normal
JE107589,0.2012,normal
JE102801,0.6111,anomaly
JE101240,0.2994,normal
JE100330,0.2557,normal
JE103103,0.2416,normal
JE100243,0.1673,normal
JE107604,0.2904,normal
JE104738,0.293,normal
JE104793,0.2646,normal
JE102258,0.1919,normal
JE106647,0.1153,normal
JE102819,0.4573,anomaly
JE103825,0.2281,normal
JE100754,0.3165,normal
JE104532,0.2016,normal
JE101564,0.1623,normal
JE101935,0.3419,normal
JE107785,0.2129,normal
JE103494,0.2469,normal
JE103023,0.1802,normal
JE105809,0.4956,anomaly
JE104648,0.1875,normal
JE102649,0.3388,normal
JE101857,0.1907,normal
JE104698,0.2078,normal
JE103564,0.2905,normal
JE101965,0.1331,normal
JE101014,0.2998,normal
JE105835,0.3588,normal
JE101428,0.1436,normal
JE106109,0.2418,normal
JE103323,0.1138,normal
JE105483,0.1272,normal
JE101296,0.1861,normal
JE100467,0.1929,normal
JE104029,0.2915,normal
JE105596,0.2586,normal
JE100175,0.3286,normal
JE104881,0.4061,normal
JE100278,0.2686,normal
JE101070,0.2378,normal
JE101549,0.2168,normal
JE101025,0.4588,anomaly
JE105562,0.4161,normal
JE106867,0.2591,normal
JE105037,0.2745,normal
JE102835,0.2146,normal
JE106804,0.3341,normal
JE101467,0.4065,normal
JE105420,0.3702,normal
JE106772,0.3688,normal
JE105496,0.2386,normal
JE107373,0.2232,normal
JE105546,0.3666,normal
JE105003,0.2092,normal
JE101714,0.3843,normal
JE103425,0.1224,normal
JE102612,0.2516,normal
JE105992,0.1502,normal
JE100389,0.2867,normal
JE102071,0.2856,normal
JE103971,0.238,normal
JE107182,0.1867,normal
JE106269,0.1224,normal
JE103496,0.4847,anomaly
JE107026,0.2012,normal
JE102822,0.2414,normal
JE104977,0.1995,normal
JE101425,0.2541,normal
JE103543,0.224,normal
JE107986,0.2262,normal
JE103575,0.4231,normal
JE100051,0.2722,normal
JE101888,0.2051,normal
JE105799,0.1656,normal
JE106588,0.305,normal
JE103696,0.3092,normal
JE104230,0.1615,normal
